step,loss,moving_average_200
7596,0.0128,0.0253435
7597,0.0436,0.0253565
7598,0.0157,0.0252745
7599,0.0158,0.025132
7600,0.0078,0.0250495
7601,0.0178,0.024904
7602,0.0134,0.0247605
7603,0.022,0.0247395
7604,0.0164,0.0247395
7605,0.0101,0.024712
7606,0.0277,0.0246265
7607,0.023,0.024608
7608,0.0208,0.024591
7609,0.0215,0.024451
7610,0.0144,0.0243925
7611,0.0178,0.0241455
7612,0.0408,0.0241895
7613,0.014,0.0241365
7614,0.0285,0.0241485
7615,0.0149,0.0241555
7616,0.0048,0.0240645
7617,0.0204,0.023893
7618,0.0343,0.023976
7619,0.0184,0.0238525
7620,0.0314,0.023964
7621,0.0156,0.023875
7622,0.0107,0.0238515
7623,0.0182,0.0238535
7624,0.0195,0.023792
7625,0.0158,0.0236845
7626,0.0174,0.0234125
7627,0.0161,0.0233085
7628,0.0145,0.0232875
7629,0.0112,0.023269
7630,0.0092,0.0232295
7631,0.0057,0.0231925
7632,0.0679,0.0234455
7633,0.0242,0.0234685
7634,0.0511,0.02365
7635,0.0216,0.0236515
7636,0.0138,0.0234855
7637,0.0157,0.02337
7638,0.0184,0.02307
7639,0.0147,0.023008
7640,0.0218,0.023033
7641,0.0235,0.022983
7642,0.0388,0.0230605
7643,0.0593,0.0232265
7644,0.0175,0.023167
7645,0.0256,0.02304
7646,0.0432,0.02317
7647,0.0189,0.023053
7648,0.0061,0.0229885
7649,0.0426,0.023117
7650,0.0237,0.0231315
7651,0.0496,0.0232905
7652,0.0164,0.023321
7653,0.0133,0.023169
7654,0.0111,0.0231265
7655,0.029,0.0231815
7656,0.0443,0.0232305
7657,0.021,0.0232685
7658,0.0566,0.0234465
7659,0.034,0.0234945
7660,0.0115,0.0234895
7661,0.0254,0.023484
7662,0.0244,0.023218
7663,0.0182,0.023257
7664,0.0076,0.023017
7665,0.038,0.023102
7666,0.0133,0.023016
7667,0.0123,0.022999
7668,0.0074,0.0229065
7669,0.0216,0.022936
7670,0.0222,0.022969
7671,0.0198,0.023001
7672,0.0291,0.0229835
7673,0.0195,0.0228445
7674,0.025,0.0228295
7675,0.0325,0.0228705
7676,0.018,0.022933
7677,0.0182,0.0228215
7678,0.0069,0.022764
7679,0.0219,0.02283
7680,0.0146,0.022748
7681,0.0083,0.022657
7682,0.0189,0.0227015
7683,0.0235,0.022646
7684,0.0352,0.0227105
7685,0.0215,0.0227495
7686,0.0094,0.0226165
7687,0.0142,0.022619
7688,0.0153,0.0226155
7689,0.0411,0.0227625
7690,0.017,0.0226815
7691,0.0168,0.0225785
7692,0.0173,0.022501
7693,0.0308,0.022551
7694,0.0448,0.022736
7695,0.0234,0.022733
7696,0.017,0.0227155
7697,0.0171,0.0227025
7698,0.0311,0.0227705
7699,0.0299,0.0226235
7700,0.0141,0.0225975
7701,0.017,0.022575
7702,0.0329,0.022696
7703,0.023,0.022646
7704,0.04,0.022743
7705,0.0354,0.0227925
7706,0.0317,0.022772
7707,0.0293,0.0228845
7708,0.0072,0.0227325
7709,0.0288,0.0227145
7710,0.0346,0.022763
7711,0.0362,0.0227365
7712,0.051,0.0229045
7713,0.0129,0.022842
7714,0.0231,0.022909
7715,0.0245,0.0227485
7716,0.0377,0.02284
7717,0.0286,0.02289
7718,0.0124,0.022889
7719,0.0126,0.0228325
7720,0.0221,0.0226235
7721,0.0717,0.022938
7722,0.0189,0.0229385
7723,0.0122,0.022941
7724,0.046,0.0230025
7725,0.0221,0.0229915
7726,0.0119,0.022907
7727,0.0148,0.022907
7728,0.0197,0.022833
7729,0.0168,0.022818
7730,0.0311,0.022754
7731,0.0486,0.022916
7732,0.017,0.022868
7733,0.0251,0.022891
7734,0.0293,0.0229515
7735,0.0326,0.0230145
7736,0.0165,0.0229525
7737,0.0116,0.02297
7738,0.0436,0.0230395
7739,0.0316,0.0227775
7740,0.0188,0.0227435
7741,0.0114,0.022746
7742,0.0083,0.0227545
7743,0.0062,0.022733
7744,0.0187,0.0227555
7745,0.0375,0.022851
7746,0.0265,0.0228825
7747,0.012,0.0227395
7748,0.0242,0.0227315
7749,0.0155,0.022767
7750,0.0233,0.022759
7751,0.06,0.0229425
7752,0.0223,0.022944
7753,0.0143,0.022797
7754,0.0161,0.0227655
7755,0.0101,0.02276
7756,0.0522,0.022957
7757,0.022,0.0229055
7758,0.0143,0.0228525
7759,0.0128,0.0227045
7760,0.026,0.022742
7761,0.0173,0.022805
7762,0.0179,0.022826
7763,0.0378,0.0229645
7764,0.0211,0.022867
7765,0.0079,0.022774
7766,0.0179,0.0228055
7767,0.014,0.0226975
7768,0.0226,0.022606
7769,0.0152,0.0226105
7770,0.034,0.02253
7771,0.0119,0.022492
7772,0.0232,0.0225005
7773,0.023,0.022492
7774,0.0319,0.0225985
7775,0.0056,0.022564
7776,0.0183,0.0225865
7777,0.0343,0.0227255
7778,0.0236,0.0227105
7779,0.0143,0.0226955
7780,0.0387,0.0228
7781,0.0062,0.022791
7782,0.0162,0.02276
7783,0.0242,0.022817
7784,0.0076,0.022722
7785,0.0213,0.022783
7786,0.0185,0.02284
7787,0.0388,0.0228945
7788,0.023,0.0229575
7789,0.0115,0.022827
7790,0.0137,0.0228195
7791,0.0212,0.0228315
7792,0.0416,0.0229085
7793,0.0162,0.0229195
7794,0.0193,0.022947
7795,0.034,0.022991
7796,0.0121,0.0229875
7797,0.0132,0.0228355
7798,0.0424,0.022969
7799,0.057,0.023175
7800,0.0246,0.023259
7801,0.0107,0.0232235
7802,0.043,0.0233715
7803,0.0116,0.0233195
7804,0.024,0.0233575
7805,0.0131,0.0233725
7806,0.0106,0.023287
7807,0.0138,0.023241
7808,0.0202,0.023238
7809,0.0254,0.0232575
7810,0.0158,0.0232645
7811,0.0131,0.023241
7812,0.0109,0.0230915
7813,0.0173,0.023108
7814,0.0471,0.023201
7815,0.0342,0.0232975
7816,0.0307,0.023427
7817,0.0211,0.0234305
7818,0.0243,0.0233805
7819,0.0092,0.0233345
7820,0.0139,0.023247
7821,0.0218,0.023278
7822,0.0158,0.0233035
7823,0.01,0.0232625
7824,0.0227,0.0232785
7825,0.0205,0.023302
7826,0.02,0.023315
7827,0.0284,0.0233765
7828,0.0274,0.023441
7829,0.0203,0.0234865
7830,0.0201,0.023541
7831,0.0483,0.023754
7832,0.0207,0.023518
7833,0.0335,0.0235645
7834,0.0057,0.0233375
7835,0.0167,0.023313
7836,0.0146,0.023317
7837,0.0232,0.0233545
7838,0.0434,0.0234795
7839,0.0113,0.0234625
7840,0.0222,0.0234645
7841,0.0176,0.023435
7842,0.0313,0.0233975
7843,0.0177,0.0231895
7844,0.0241,0.0232225
7845,0.0301,0.023245
7846,0.0201,0.0231295
7847,0.0509,0.0232895
7848,0.0099,0.0233085
7849,0.0379,0.023285
7850,0.0268,0.0233005
7851,0.0261,0.023183
7852,0.0208,0.023205
7853,0.0203,0.02324
7854,0.0203,0.023286
7855,0.0283,0.0232825
7856,0.0117,0.0231195
7857,0.0234,0.0231315
7858,0.0199,0.022948
7859,0.0184,0.02287
7860,0.0266,0.0229455
7861,0.0315,0.022976
7862,0.0262,0.022985
7863,0.0157,0.0229725
7864,0.019,0.0230295
7865,0.0185,0.022932
7866,0.0291,0.023011
7867,0.0143,0.023021
7868,0.0329,0.0231485
7869,0.0106,0.0230935
7870,0.0189,0.023077
7871,0.0409,0.0231825
7872,0.0103,0.0230885
7873,0.027,0.023126
7874,0.0103,0.0230525
7875,0.0201,0.0229905
7876,0.0298,0.0230495
7877,0.0159,0.023038
7878,0.007,0.0230385
7879,0.0101,0.0229795
7880,0.0332,0.0230725
7881,0.0262,0.023162
7882,0.0178,0.0231565
7883,0.0189,0.0231335
7884,0.0279,0.023097
7885,0.0122,0.0230505
7886,0.0644,0.0233255
7887,0.0191,0.02335
7888,0.0403,0.023475
7889,0.0087,0.023313
7890,0.0622,0.023539
7891,0.0218,0.023564
7892,0.02,0.0235775
7893,0.0269,0.023558
7894,0.0341,0.0235045
7895,0.0196,0.0234855
7896,0.0276,0.0235385
7897,0.0129,0.0235175
7898,0.0379,0.0235515
7899,0.0339,0.0235715
7900,0.0207,0.0236045
7901,0.0204,0.0236215
7902,0.0233,0.0235735
7903,0.0281,0.023599
7904,0.0254,0.023526
7905,0.0141,0.0234195
7906,0.0073,0.0232975
7907,0.0139,0.0232205
7908,0.0152,0.0232605
7909,0.0211,0.023222
7910,0.018,0.023139
7911,0.0238,0.023077
7912,0.0301,0.0229725
7913,0.0114,0.022965
7914,0.0306,0.0230025
7915,0.0244,0.023002
7916,0.0213,0.02292
7917,0.0111,0.0228325
7918,0.0217,0.022879
7919,0.0157,0.0228945
7920,0.0157,0.0228625
7921,0.0296,0.022652
7922,0.0141,0.022628
7923,0.0107,0.0226205
7924,0.0157,0.022469
7925,0.0164,0.0224405
7926,0.0041,0.0224015
7927,0.0181,0.022418
7928,0.0097,0.022368
7929,0.0491,0.0225295
7930,0.0292,0.02252
7931,0.0231,0.0223925
7932,0.0141,0.022378
7933,0.0108,0.0223065
7934,0.0173,0.0222465
7935,0.0116,0.0221415
7936,0.0069,0.0220935
7937,0.0052,0.0220615
7938,0.0122,0.0219045
7939,0.0316,0.0219045
7940,0.0157,0.021889
7941,0.0116,0.02189
7942,0.0297,0.021997
7943,0.0105,0.0220185
7944,0.0177,0.0220135
7945,0.0245,0.0219485
7946,0.0287,0.0219595
7947,0.0146,0.0219725
7948,0.0218,0.0219605
7949,0.0205,0.0219855
7950,0.0088,0.021913
7951,0.0191,0.0217085
7952,0.0099,0.0216465
7953,0.016,0.021655
7954,0.0096,0.0216225
7955,0.0161,0.0216525
7956,0.0105,0.021444
7957,0.025,0.021459
7958,0.0301,0.021538
7959,0.0254,0.021601
7960,0.012,0.021531
7961,0.0118,0.0215035
7962,0.0117,0.0214725
7963,0.0333,0.02145
7964,0.025,0.0214695
7965,0.0161,0.0215105
7966,0.0289,0.0215655
7967,0.0087,0.021539
7968,0.0193,0.0215225
7969,0.0314,0.0216035
7970,0.0225,0.021546
7971,0.0097,0.021535
7972,0.0292,0.021565
7973,0.0214,0.021557
7974,0.0233,0.021514
7975,0.0068,0.02152
7976,0.025,0.0215535
7977,0.0396,0.02158
7978,0.0113,0.0215185
7979,0.0356,0.021625
7980,0.0093,0.021478
7981,0.0243,0.0215685
7982,0.0165,0.02157
7983,0.0205,0.0215515
7984,0.0306,0.0216665
7985,0.022,0.02167
7986,0.0447,0.021801
7987,0.0073,0.0216435
7988,0.0249,0.021653
7989,0.0477,0.021834
7990,0.0083,0.021807
7991,0.0069,0.0217355
7992,0.02,0.0216275
7993,0.0289,0.021691
7994,0.009,0.0216395
7995,0.015,0.0215445
7996,0.0262,0.021615
7997,0.0156,0.021627
7998,0.0313,0.0215715
7999,0.0137,0.021355
8000,0.0163,0.0213135
8001,0.0321,0.0214205
8002,0.0341,0.021376
8003,0.0196,0.021416
8004,0.0215,0.0214035
8005,0.0098,0.021387
8006,0.0242,0.021455
8007,0.0157,0.0214645
8008,0.0132,0.0214295
8009,0.0291,0.021448
8010,0.054,0.021639
8011,0.0096,0.0216215
8012,0.0134,0.021634
8013,0.0133,0.021614
8014,0.01,0.0214285
8015,0.0051,0.021283
8016,0.006,0.0211595
8017,0.0203,0.0211555
8018,0.0106,0.021087
8019,0.0136,0.021109
8020,0.0076,0.0210775
8021,0.0134,0.0210355
8022,0.0088,0.0210005
8023,0.025,0.0210755
8024,0.0244,0.021084
8025,0.0291,0.021127
8026,0.0364,0.021209
8027,0.0187,0.0211605
8028,0.0338,0.0211925
8029,0.0214,0.021198
8030,0.0246,0.0212205
8031,0.0482,0.02122
8032,0.029,0.0212615
8033,0.0213,0.0212005
8034,0.0074,0.021209
8035,0.0092,0.0211715
8036,0.0306,0.0212515
8037,0.0143,0.021207
8038,0.0158,0.021069
8039,0.0045,0.021035
8040,0.04,0.021124
8041,0.0192,0.021132
8042,0.0271,0.021111
8043,0.0349,0.021197
8044,0.0065,0.021109
8045,0.0131,0.021024
8046,0.0344,0.0210955
8047,0.0194,0.020938
8048,0.023,0.0210035
8049,0.015,0.020889
8050,0.0504,0.021007
8051,0.042,0.0210865
8052,0.0154,0.0210595
8053,0.0596,0.021256
8054,0.0586,0.0214475
8055,0.0184,0.021398
8056,0.0212,0.0214455
8057,0.0214,0.0214355
8058,0.0256,0.021464
8059,0.0266,0.021505
8060,0.0259,0.0215015
8061,0.0178,0.021433
8062,0.0131,0.0213675
8063,0.0188,0.021383
8064,0.0257,0.0214165
8065,0.0173,0.0214105
8066,0.0295,0.0214125
8067,0.0097,0.0213895
8068,0.0198,0.021324
8069,0.0378,0.02146
8070,0.0201,0.021466
8071,0.0224,0.0213735
8072,0.0697,0.0216705
8073,0.0178,0.0216245
8074,0.0241,0.0216935
8075,0.0103,0.0216445
8076,0.0418,0.0217045
8077,0.0268,0.021759
8078,0.0071,0.0217595
8079,0.0046,0.021732
8080,0.0221,0.0216765
8081,0.0109,0.0216
8082,0.0362,0.021692
8083,0.0169,0.021682
8084,0.014,0.0216125
8085,0.0331,0.021717
8086,0.0384,0.021587
8087,0.0119,0.021551
8088,0.0275,0.021487
8089,0.0201,0.021544
8090,0.0165,0.0213155
8091,0.0298,0.0213555
8092,0.013,0.0213205
8093,0.0198,0.021285
8094,0.0405,0.021317
8095,0.0516,0.021477
8096,0.0176,0.021427
8097,0.0232,0.0214785
8098,0.0079,0.0213285
8099,0.0343,0.0213305
8100,0.0232,0.021343
8101,0.0331,0.0214065
8102,0.0277,0.0214285
8103,0.0245,0.0214105
8104,0.0252,0.0214095
8105,0.0406,0.021542
8106,0.0264,0.0216375
8107,0.0114,0.021625
8108,0.0062,0.02158
8109,0.0168,0.0215585
8110,0.0245,0.021591
8111,0.0126,0.021535
8112,0.0246,0.0215075
8113,0.0173,0.021537
8114,0.0122,0.021445
8115,0.031,0.021478
8116,0.0182,0.0214625
8117,0.0141,0.0214775
8118,0.0176,0.021457
8119,0.0195,0.021476
8120,0.0173,0.021484
8121,0.02,0.021436
8122,0.0134,0.0214325
8123,0.0147,0.0214525
8124,0.0184,0.021466
8125,0.0095,0.0214315
8126,0.0091,0.0214565
8127,0.0252,0.021492
8128,0.0118,0.0215025
8129,0.0299,0.0214065
8130,0.0175,0.021348
8131,0.0402,0.0214335
8132,0.0106,0.021416
8133,0.0108,0.021416
8134,0.0099,0.021379
8135,0.0201,0.0214215
8136,0.0227,0.0215005
8137,0.0307,0.021628
8138,0.0082,0.021608
8139,0.015,0.021525
8140,0.0127,0.02151
8141,0.0276,0.02159
8142,0.0064,0.0214735
8143,0.0109,0.0214755
8144,0.0554,0.021664
8145,0.019,0.0216365
8146,0.0248,0.021617
8147,0.0292,0.02169
8148,0.0298,0.02173
8149,0.0105,0.02168
8150,0.0298,0.021785
8151,0.0126,0.0217525
8152,0.0098,0.021752
8153,0.0107,0.0217255
8154,0.0181,0.021768
8155,0.035,0.0218625
8156,0.0128,0.021874
8157,0.0222,0.02186
8158,0.0267,0.021843
8159,0.0079,0.0217555
8160,0.0084,0.0217375
8161,0.0165,0.021761
8162,0.01,0.0217525
8163,0.034,0.021756
8164,0.0296,0.021779
8165,0.0308,0.0218525
8166,0.005,0.021733
8167,0.0201,0.02179
8168,0.036,0.0218735
8169,0.0391,0.021912
8170,0.0189,0.021894
8171,0.0323,0.022007
8172,0.0191,0.0219565
8173,0.0193,0.021946
8174,0.0148,0.0219035
8175,0.0091,0.021915
8176,0.0184,0.021882
8177,0.0174,0.021771
8178,0.0311,0.02187
8179,0.0215,0.0217995
8180,0.0227,0.0218665
8181,0.0149,0.0218195
8182,0.0784,0.022129
8183,0.0182,0.0221175
8184,0.0281,0.022105
8185,0.0266,0.022128
8186,0.0154,0.0219815
8187,0.0257,0.0220735
8188,0.0083,0.0219905
8189,0.0093,0.0217985
8190,0.025,0.021882
8191,0.0147,0.021921
8192,0.0733,0.0221875
8193,0.0097,0.0220915
8194,0.0237,0.022165
8195,0.023,0.022205
8196,0.0147,0.0221475
8197,0.0256,0.0221975
8198,0.021,0.022146
8199,0.0301,0.022228
8200,0.0161,0.022227
8201,0.0229,0.022181
8202,0.0247,0.022134
8203,0.0131,0.0221015
8204,0.0286,0.022137
8205,0.014,0.022158
8206,0.0159,0.0221165
8207,0.0087,0.0220815
8208,0.0208,0.0221195
8209,0.0302,0.022125
8210,0.0167,0.0219385
8211,0.0161,0.021971
8212,0.016,0.021984
8213,0.0178,0.0220065
8214,0.0227,0.02207
8215,0.0249,0.022169
8216,0.0307,0.0222925
8217,0.0138,0.02226
8218,0.0142,0.022278
8219,0.0139,0.0222795
8220,0.0152,0.0223175
8221,0.014,0.0223205
8222,0.0307,0.02243
8223,0.017,0.02239
8224,0.0205,0.0223705
8225,0.0127,0.0222885
8226,0.0295,0.022254
8227,0.0067,0.022194
8228,0.0343,0.0221965
8229,0.0217,0.022198
8230,0.0144,0.022147
8231,0.0151,0.0219815
8232,0.0118,0.0218955
8233,0.031,0.021944
8234,0.0238,0.022026
8235,0.023,0.022095
8236,0.0139,0.0220115
8237,0.0137,0.0220085
8238,0.0091,0.021975
8239,0.0203,0.022054
8240,0.0293,0.0220005
8241,0.0289,0.022049
8242,0.022,0.0220235
8243,0.0108,0.021903
8244,0.0306,0.0220235
8245,0.0079,0.0219975
8246,0.0109,0.02188
8247,0.01,0.021833
8248,0.011,0.021773
8249,0.0195,0.0217955
8250,0.0336,0.0217115
8251,0.0127,0.021565
8252,0.0218,0.021597
8253,0.0178,0.021388
8254,0.036,0.021275
8255,0.0358,0.021362
8256,0.0343,0.0214275
8257,0.0129,0.021385
8258,0.0179,0.0213465
8259,0.0165,0.021296
8260,0.014,0.0212365
8261,0.0177,0.021236
8262,0.0347,0.021344
8263,0.0052,0.021276
8264,0.0099,0.021197
8265,0.0209,0.021215
8266,0.0225,0.02118
8267,0.0215,0.021239
8268,0.0082,0.021181
8269,0.0148,0.021066
8270,0.0249,0.02109
8271,0.0163,0.0210595
8272,0.0218,0.02082
8273,0.0196,0.020829
8274,0.0335,0.020876
8275,0.0246,0.0209475
8276,0.0046,0.0207615
8277,0.0283,0.020769
8278,0.0294,0.0208805
8279,0.0207,0.020961
8280,0.0101,0.020901
8281,0.0342,0.0210175
8282,0.0112,0.0208925
8283,0.0292,0.020954
8284,0.036,0.021064
8285,0.0306,0.0210515
8286,0.0152,0.0209355
8287,0.0166,0.020959
8288,0.0193,0.020918
8289,0.0264,0.0209495
8290,0.032,0.021027
8291,0.0602,0.021179
8292,0.03,0.021264
8293,0.0069,0.0211995
8294,0.0062,0.021028
8295,0.0093,0.0208165
8296,0.0187,0.020822
8297,0.0153,0.0207825
8298,0.0149,0.0208175
8299,0.0171,0.0207315
8300,0.0132,0.0206815
8301,0.0375,0.0207035
8302,0.0305,0.0207175
8303,0.0212,0.020701
8304,0.0342,0.020746
8305,0.042,0.020753
8306,0.0231,0.0207365
8307,0.0203,0.020781
8308,0.0063,0.0207815
8309,0.0372,0.0208835
8310,0.0065,0.0207935
8311,0.0115,0.020788
8312,0.0296,0.020813
8313,0.0245,0.020849
8314,0.0157,0.0208665
8315,0.0175,0.020799
8316,0.0389,0.0209025
8317,0.0147,0.0209055
8318,0.0353,0.020994
8319,0.0314,0.0210535
8320,0.0154,0.021044
8321,0.0171,0.0210295
8322,0.0232,0.0210785
8323,0.0215,0.0211125
8324,0.0178,0.0211095
8325,0.0304,0.021214
8326,0.0173,0.021255
8327,0.0213,0.0212355
8328,0.0086,0.0212195
8329,0.0263,0.0212015
8330,0.0636,0.021432
8331,0.012,0.021291
8332,0.0204,0.02134
8333,0.0278,0.021425
8334,0.0212,0.0214815
8335,0.008,0.021421
8336,0.0228,0.0214215
8337,0.045,0.021493
8338,0.0244,0.021574
8339,0.0104,0.021551
8340,0.0291,0.021633
8341,0.0285,0.0216375
8342,0.0196,0.0217035
8343,0.0295,0.0217965
8344,0.022,0.0216295
8345,0.0184,0.0216265
8346,0.0129,0.021567
8347,0.0084,0.021463
8348,0.0088,0.021358
8349,0.0416,0.0215135
8350,0.0185,0.021457
8351,0.0142,0.021465
8352,0.0264,0.021548
8353,0.0436,0.0217125
8354,0.0104,0.021674
8355,0.011,0.021554
8356,0.0064,0.021522
8357,0.0234,0.021528
8358,0.0117,0.021453
8359,0.0156,0.0214915
8360,0.017,0.0215345
8361,0.0295,0.0215995
8362,0.013,0.0216145
8363,0.0182,0.0215355
8364,0.0238,0.0215065
8365,0.0149,0.021427
8366,0.0172,0.021488
8367,0.0144,0.0214595
8368,0.0128,0.0213435
8369,0.0134,0.021215
8370,0.0297,0.021269
8371,0.0287,0.021251
8372,0.0192,0.0212515
8373,0.0468,0.021389
8374,0.028,0.021455
8375,0.0094,0.0214565
8376,0.0186,0.0214575
8377,0.0135,0.021438
8378,0.0254,0.0214095
8379,0.018,0.021392
8380,0.0201,0.021379
8381,0.0395,0.021502
8382,0.0186,0.021203
8383,0.0274,0.021249
8384,0.029,0.0212535
8385,0.0183,0.021212
8386,0.0152,0.021211
8387,0.0292,0.0212285
8388,0.0165,0.0212695
8389,0.0079,0.0212625
8390,0.0102,0.0211885
8391,0.0207,0.0212185
8392,0.0241,0.0209725
8393,0.047,0.021159
8394,0.0319,0.0212
8395,0.0174,0.021172
8396,0.0087,0.021142
8397,0.0362,0.021195
8398,0.0287,0.0212335
8399,0.0597,0.0213815
8400,0.0196,0.021399
8401,0.018,0.0213745
8402,0.0269,0.0213855
8403,0.0116,0.021378
8404,0.02,0.021335
8405,0.0161,0.0213455
8406,0.0587,0.0215595
8407,0.0065,0.0215485
8408,0.0137,0.021513
8409,0.0155,0.0214395
8410,0.0252,0.021482
8411,0.009,0.0214465
8412,0.0133,0.021433
8413,0.0172,0.02143
8414,0.0314,0.0214735
8415,0.0128,0.021413
8416,0.0156,0.0213375
8417,0.025,0.0213935
8418,0.027,0.0214575
8419,0.0096,0.021436
8420,0.0207,0.0214635
8421,0.0438,0.0216125
8422,0.0231,0.0215745
8423,0.0283,0.021631
8424,0.0172,0.0216145
8425,0.0101,0.0216015
8426,0.0277,0.0215925
8427,0.0148,0.021633
8428,0.019,0.0215565
8429,0.021,0.021553
8430,0.0128,0.021545
8431,0.0104,0.0215215
8432,0.0132,0.0215285
8433,0.0252,0.0214995
8434,0.014,0.0214505
8435,0.0064,0.0213675
8436,0.013,0.021363
8437,0.0105,0.021347
8438,0.0111,0.021357
8439,0.0062,0.0212865
8440,0.022,0.02125
8441,0.0335,0.021273
8442,0.0275,0.0213005
8443,0.017,0.0213315
8444,0.0175,0.021266
8445,0.0132,0.0212925
8446,0.0198,0.021337
8447,0.02,0.021387
8448,0.0338,0.021501
8449,0.0111,0.021459
8450,0.0199,0.0213905
8451,0.0161,0.0214075
8452,0.0135,0.021366
8453,0.032,0.021437
8454,0.016,0.021337
8455,0.0403,0.0213595
8456,0.0252,0.021314
8457,0.0115,0.021307
8458,0.017,0.0213025
8459,0.0211,0.0213255
8460,0.0107,0.021309
8461,0.0118,0.0212795
8462,0.0175,0.0211935
8463,0.0077,0.021206
8464,0.0251,0.021282
8465,0.0334,0.0213445
8466,0.0047,0.0212555
8467,0.0542,0.021419
8468,0.0254,0.021505
8469,0.0136,0.021499
8470,0.0118,0.0214335
8471,0.0333,0.0215185
8472,0.03,0.0215595
8473,0.0503,0.021713
8474,0.0084,0.0215875
8475,0.0302,0.0216155
8476,0.0694,0.0219395
8477,0.0306,0.021951
8478,0.0126,0.021867
8479,0.0274,0.0219005
8480,0.0033,0.0218665
8481,0.0157,0.021774
8482,0.0136,0.021786
8483,0.0066,0.021673
8484,0.0098,0.021542
8485,0.0144,0.021461
8486,0.0102,0.021436
8487,0.0157,0.0214315
8488,0.0156,0.021413
8489,0.0173,0.0213675
8490,0.0232,0.0213235
8491,0.006,0.0210525
8492,0.0136,0.0209705
8493,0.0094,0.020983
8494,0.0377,0.0211405
8495,0.0307,0.0212475
8496,0.0085,0.0211965
8497,0.0224,0.021232
8498,0.0226,0.0212705
8499,0.05,0.021435
8500,0.0146,0.021442
8501,0.0175,0.021342
8502,0.0288,0.0213335
8503,0.0156,0.0213055
8504,0.0103,0.021186
8505,0.0071,0.0210115
8506,0.0296,0.021044
8507,0.0243,0.021064
8508,0.064,0.0213525
8509,0.0223,0.021278
8510,0.0206,0.0213485
8511,0.0173,0.0213775
8512,0.0185,0.021322
8513,0.0569,0.021484
8514,0.0197,0.021504
8515,0.0161,0.021497
8516,0.0171,0.021388
8517,0.0357,0.021493
8518,0.0134,0.0213835
8519,0.0204,0.0213285
8520,0.0154,0.0213285
8521,0.019,0.021338
8522,0.0219,0.0213315
8523,0.0167,0.0213075
8524,0.0283,0.02136
8525,0.0148,0.021282
8526,0.0211,0.021301
8527,0.0282,0.0213355
8528,0.0124,0.0213545
8529,0.0187,0.0213165
8530,0.0147,0.021072
8531,0.0138,0.021081
8532,0.0324,0.021141
8533,0.0281,0.0211425
8534,0.0144,0.0211085
8535,0.0263,0.0212
8536,0.0205,0.0211885
8537,0.0047,0.020987
8538,0.0151,0.0209405
8539,0.0175,0.020976
8540,0.0219,0.02094
8541,0.0599,0.021097
8542,0.0199,0.0210985
8543,0.0252,0.021077
8544,0.0259,0.0210965
8545,0.0276,0.0211425
8546,0.0075,0.0211155
8547,0.0204,0.0211755
8548,0.019,0.0212265
8549,0.0146,0.0210915
8550,0.041,0.021204
8551,0.0293,0.0212795
8552,0.0191,0.021243
8553,0.0241,0.0211455
8554,0.0346,0.0212665
8555,0.01,0.0212615
8556,0.0133,0.021296
8557,0.0173,0.0212655
8558,0.028,0.021347
8559,0.0247,0.0213925
8560,0.0202,0.0214085
8561,0.0206,0.021364
8562,0.0264,0.021431
8563,0.0089,0.0213845
8564,0.0273,0.021402
8565,0.0211,0.021433
8566,0.0191,0.0214425
8567,0.0212,0.0214765
8568,0.0268,0.0215465
8569,0.0218,0.0215885
8570,0.0158,0.021519
8571,0.0314,0.0215325
8572,0.0179,0.021526
8573,0.0114,0.021349
8574,0.0377,0.0213975
8575,0.0146,0.0214235
8576,0.0193,0.021427
8577,0.0136,0.0214275
8578,0.0164,0.0213825
8579,0.0208,0.0213965
8580,0.0194,0.021393
8581,0.0134,0.0212625
8582,0.0208,0.0212735
8583,0.0191,0.021232
8584,0.0211,0.0211925
8585,0.0263,0.0212325
8586,0.0189,0.021251
8587,0.0442,0.021326
8588,0.0187,0.021337
8589,0.0251,0.021423
8590,0.0275,0.0215095
8591,0.0398,0.021605
8592,0.0258,0.0216135
8593,0.0418,0.0215875
8594,0.0371,0.0216135
8595,0.0143,0.021598
8596,0.0048,0.0215785
8597,0.016,0.0214775
8598,0.0164,0.021416
8599,0.0075,0.021155
8600,0.0378,0.021246
8601,0.0076,0.021194
8602,0.0255,0.021187
8603,0.0086,0.021172
8604,0.0247,0.0211955
8605,0.0075,0.0211525
8606,0.0206,0.020962
8607,0.0231,0.021045
8608,0.0086,0.0210195
8609,0.0052,0.020968
8610,0.0305,0.0209945
8611,0.0154,0.0210265
8612,0.0257,0.0210885
8613,0.0264,0.0211345
8614,0.0279,0.021117
8615,0.0259,0.0211825
8616,0.015,0.0211795
8617,0.0457,0.021283
8618,0.0222,0.021259
8619,0.0116,0.021269
8620,0.0306,0.0213185
8621,0.0106,0.0211525
8622,0.0237,0.0211555
8623,0.0098,0.021063
8624,0.0083,0.0210185
8625,0.0202,0.021069
8626,0.0109,0.020985
8627,0.0391,0.0211065
8628,0.0352,0.0211875
8629,0.0221,0.021193
8630,0.0301,0.0212795
8631,0.0086,0.0212705
8632,0.0159,0.021284
8633,0.0184,0.02125
8634,0.0373,0.0213665
8635,0.0128,0.0213985
8636,0.0194,0.0214305
8637,0.0229,0.0214925
8638,0.0193,0.0215335
8639,0.0115,0.02156
8640,0.0183,0.0215415
